acc_x,acc_y,acc_z,acc_magnitude,acc_variance,temperature,temp_deviation,heart_rate,respiration_rate,activity_index,rumination_rate,hr_rolling_std,hr_rolling_range,activity_rolling_std,activity_rolling_range,movement_consistency,resp_hr_ratio,health_state,health_label
0.2002,-0.6739,10.217,10.2411,0.29068,39.47,0.87,84.0,53.0,1.281,13.1,10.7761,48.0,0.6247,2.2124,23.6668,0.6313,2,Stressed
0.152,0.0215,9.8133,9.8145,0.001918,39.65,1.05,40.3,39.8,0.1768,25.0,18.9805,88.84,0.3098,1.3344,271.8321,0.9874,1,Sick
0.0093,-0.0266,9.808,9.8081,2.3e-05,37.78,0.82,51.6,15.0,0.0378,35.5,3.9265,16.65,0.0196,0.0695,939.5598,0.29,3,Inactive
0.2652,0.2089,9.4516,9.4576,0.17446,39.12,0.52,103.7,33.4,0.8325,40.8,12.0835,43.25,0.9359,3.595,20.5494,0.3219,2,Stressed
-0.0711,0.6065,9.7443,9.7634,0.171524,38.81,0.21,86.2,40.0,0.7433,16.0,10.0423,37.85,0.6776,2.6576,26.2677,0.4639,2,Stressed
0.0723,-1.5477,9.8895,10.0102,0.16575,39.51,0.91,100.8,49.8,1.6995,19.7,10.0002,37.45,0.7753,2.8104,26.5622,0.4944,2,Stressed
-0.0851,0.5826,9.7821,9.7998,0.222608,38.83,0.23,99.5,39.6,0.6956,31.2,12.4069,45.09,0.6326,2.988,19.5989,0.3982,2,Stressed
0.3488,-0.1282,10.316,10.3227,0.065473,38.75,0.15,49.0,28.2,0.983,61.8,7.0387,29.11,0.2161,0.9912,43.0909,0.5759,0,Healthy
-0.0208,-0.0355,9.8243,9.8244,0.003535,40.74,2.14,114.2,6.1,0.0705,13.5,22.8593,71.28,0.1788,0.9216,178.7606,0.0532,1,Sick
-0.0637,-0.4558,9.5254,9.5365,0.040196,38.39,0.21,75.8,18.7,0.8041,71.2,7.0832,27.04,0.3101,1.1131,46.1754,0.2463,0,Healthy
0.1516,0.0879,9.7912,9.7927,0.00202,40.14,1.54,69.4,14.2,0.2583,17.7,18.3413,62.2,0.2758,1.3902,211.5799,0.2044,1,Sick
0.0027,0.0248,9.8032,9.8032,0.000144,37.93,0.67,56.7,13.4,0.0343,7.0,3.8917,14.19,0.0207,0.0871,761.1109,0.2372,3,Inactive
0.4248,0.5317,10.0928,10.1157,0.220416,38.65,0.05,96.1,33.5,1.2393,35.2,8.0594,31.07,0.6771,3.1254,23.4052,0.3485,2,Stressed
-0.1854,-0.0124,10.0168,10.0185,0.02597,38.49,0.11,60.7,23.1,0.4046,44.2,7.0268,36.58,0.3241,1.2584,62.7222,0.3799,0,Healthy
-0.0137,0.0012,9.8022,9.8022,0.000105,37.94,0.66,52.4,9.3,0.0226,16.8,3.2349,11.39,0.0128,0.0502,873.7539,0.1775,3,Inactive
-0.0046,-0.0,9.8104,9.8104,9.6e-05,37.77,0.83,44.3,13.4,0.0051,23.1,3.9463,13.46,0.0164,0.0621,912.2651,0.303,3,Inactive
1.2093,0.2194,10.0376,10.1126,0.177637,39.52,0.92,92.1,42.9,1.6563,46.9,10.6557,54.22,0.719,2.7387,20.0382,0.4655,2,Stressed
0.0381,0.0487,9.8429,9.8431,0.000932,39.92,1.32,83.4,43.2,0.1196,16.5,18.1109,77.33,0.3325,1.4708,217.1218,0.5181,1,Sick
0.2636,0.1289,9.6426,9.6471,0.030024,38.78,0.18,64.5,19.1,0.5599,53.9,6.4292,31.86,0.3189,1.5809,58.4993,0.2964,0,Healthy
-0.0111,-0.1432,9.8792,9.8803,0.047261,38.39,0.21,65.7,27.4,0.2235,66.7,7.6959,38.36,0.3004,1.1758,40.9017,0.4167,0,Healthy
0.1255,-0.246,9.6797,9.6836,0.0378,38.39,0.21,65.6,21.9,0.5019,60.9,6.2396,23.72,0.3247,1.3625,52.7576,0.3336,0,Healthy
0.0229,-0.0207,9.8066,9.8066,0.000125,37.85,0.75,49.5,14.8,0.047,17.3,3.7007,14.06,0.0202,0.1002,930.5233,0.2999,3,Inactive
0.0178,0.0983,9.6829,9.6834,0.021345,38.5,0.1,74.1,23.1,0.2432,48.3,5.6705,19.66,0.3033,1.2975,45.5891,0.3118,0,Healthy
-0.04,-0.0444,9.8563,9.8565,0.004384,36.78,1.82,55.2,34.3,0.1307,24.6,20.5233,84.03,0.5226,1.6471,160.5197,0.6219,1,Sick
0.1763,0.6365,10.0615,10.0832,0.069994,38.34,0.26,54.9,26.3,1.0644,50.3,5.5794,21.15,0.3249,1.4374,39.2795,0.4781,0,Healthy
-0.4806,0.2436,10.1544,10.1687,0.038241,38.84,0.24,51.2,29.7,1.0686,62.8,8.1317,29.63,0.2669,0.8787,51.8886,0.5815,0,Healthy
-0.0514,0.0927,9.8219,9.8225,0.003,40.76,2.16,97.2,7.1,0.1561,26.8,14.5387,53.91,0.2802,1.2287,161.7761,0.0735,1,Sick
0.0112,0.0125,9.82,9.82,0.000123,38.02,0.58,46.5,14.9,0.0338,19.6,3.8047,14.16,0.0155,0.0707,877.5153,0.3208,3,Inactive
0.2569,-0.0784,9.6625,9.6663,0.067652,39.01,0.41,59.1,23.3,0.4828,73.8,6.5212,23.95,0.3592,1.7371,48.8728,0.3935,0,Healthy
0.0199,0.0068,9.808,9.808,6.2e-05,37.74,0.86,46.9,11.8,0.0287,16.4,4.662,14.73,0.0177,0.06,1057.8586,0.2511,3,Inactive
-0.0744,-0.1387,10.277,10.2782,0.216714,39.41,0.81,109.0,44.6,0.68,40.0,9.5074,41.34,0.8498,3.279,20.5672,0.4089,2,Stressed
0.0151,0.0318,9.8369,9.837,0.000196,37.74,0.86,46.9,15.5,0.0738,39.5,4.3202,16.23,0.0189,0.0819,844.9592,0.3301,3,Inactive
0.5269,0.5991,9.7404,9.773,0.056015,38.65,0.05,74.2,22.7,1.1957,58.6,5.5794,22.8,0.3361,1.2467,46.1916,0.3062,0,Healthy
0.028,0.0173,9.8062,9.8063,7.7e-05,37.97,0.63,49.6,13.6,0.0491,31.7,4.9461,20.2,0.0182,0.0636,847.3492,0.2737,3,Inactive
0.1783,-0.0566,9.8537,9.8554,0.001584,40.48,1.88,67.6,65.9,0.2785,16.7,19.179,72.36,0.4519,1.8799,169.3854,0.9751,1,Sick
0.7859,0.5122,10.1017,10.1452,0.259618,39.12,0.52,101.4,40.6,1.5898,32.3,8.9736,40.62,0.9536,4.0445,21.6417,0.4006,2,Stressed
-0.3783,-0.773,8.9415,8.9828,0.254351,39.33,0.73,99.1,52.4,2.0198,19.9,11.6367,50.14,0.6469,2.7403,22.3562,0.529,2,Stressed
0.7096,0.608,9.6787,9.7237,0.025644,38.63,0.03,60.4,26.2,1.449,53.0,6.7645,29.84,0.2957,1.2454,57.9648,0.4339,0,Healthy
0.0437,-0.1146,10.0561,10.0569,0.031951,38.33,0.27,54.6,33.6,0.4044,48.6,8.0023,25.58,0.2436,1.1392,52.6956,0.6167,0,Healthy
0.5502,0.1282,9.8536,9.8697,0.013783,38.54,0.06,68.5,18.1,0.722,46.0,6.7558,26.1,0.3146,1.265,71.7497,0.2647,0,Healthy
0.8978,0.6277,9.2401,9.3048,0.102656,39.06,0.46,101.7,52.2,2.0954,34.6,8.896,38.21,0.6299,2.2346,23.6454,0.513,2,Stressed
0.044,0.1289,9.7743,9.7753,0.000688,36.93,1.67,91.1,16.9,0.2085,15.6,18.6979,71.36,0.248,1.263,168.8755,0.1856,1,Sick
0.0999,-0.0369,9.836,9.8365,0.003074,37.29,1.31,109.3,52.5,0.1627,5.6,12.9193,52.61,0.2561,1.2187,181.2051,0.4803,1,Sick
-0.0853,1.1977,9.4697,9.5456,0.179481,39.33,0.73,106.5,26.6,1.6232,26.3,9.784,44.4,0.6182,3.2379,23.2021,0.2497,2,Stressed
0.0108,-0.0119,9.8018,9.8018,0.00011,38.0,0.6,49.0,10.2,0.0309,23.9,2.9066,12.67,0.0147,0.0639,818.9148,0.2084,3,Inactive
-0.0404,0.0369,9.7681,9.7682,0.001206,40.85,2.25,68.0,14.9,0.1192,12.2,17.5948,57.18,0.1393,0.7455,180.5222,0.2192,1,Sick
-0.7262,-1.0197,10.2652,10.3412,0.213342,39.53,0.93,113.4,37.9,2.201,45.4,8.3047,31.08,0.5277,2.0687,25.898,0.3346,2,Stressed
-0.9937,-0.9099,9.7367,9.8294,0.212885,39.22,0.62,93.8,44.3,1.9769,12.3,10.1096,48.19,0.5109,1.7626,22.5667,0.4724,2,Stressed
0.2138,0.3026,10.0428,10.0496,0.030425,38.47,0.13,59.3,23.3,0.7492,50.0,8.5383,35.08,0.3111,1.3452,42.0542,0.3935,0,Healthy
0.0609,0.6154,9.7075,9.7272,0.025436,38.78,0.18,59.2,19.9,0.7788,45.7,6.0899,26.1,0.3279,1.2669,67.1284,0.3366,0,Healthy
0.1027,-0.0432,9.727,9.7277,0.004275,40.69,2.09,94.2,13.7,0.2289,13.5,17.2265,72.36,0.2142,1.0998,185.4535,0.1458,1,Sick
0.0115,-0.0065,9.8229,9.8229,0.00012,37.78,0.82,40.6,17.2,0.0309,26.7,4.0915,16.2,0.0157,0.0603,1016.1471,0.4236,3,Inactive
0.4668,0.0958,9.9667,9.9781,0.060975,38.75,0.15,69.0,25.3,0.7192,34.5,5.1233,23.24,0.3355,1.1778,43.504,0.3663,0,Healthy
0.1206,0.0024,9.7744,9.7752,0.00331,40.52,1.92,71.3,29.1,0.1586,9.3,16.7729,67.64,0.3776,1.4194,192.982,0.4076,1,Sick
1.2935,-0.5667,8.9219,9.033,0.100659,39.62,1.02,107.4,37.5,2.7484,31.4,8.5731,38.21,0.6305,2.2346,26.7536,0.3492,2,Stressed
-0.2706,-0.3644,10.0004,10.0107,0.071164,39.13,0.53,86.2,42.6,0.8254,42.2,9.149,40.47,0.4768,2.0858,26.2512,0.4943,2,Stressed
-0.2423,0.0834,9.8478,9.8511,0.001023,37.24,1.36,76.9,8.9,0.3635,11.1,20.3616,79.13,0.3059,1.7214,228.3874,0.1158,1,Sick
0.0131,0.0408,9.8101,9.8101,9.2e-05,37.93,0.67,46.6,14.9,0.0539,24.7,4.4168,18.9,0.0163,0.0785,815.124,0.3193,3,Inactive
-0.3496,-0.0065,9.7987,9.805,0.002527,39.4,0.8,48.3,37.2,0.3674,17.5,17.4346,86.33,0.3796,1.6403,185.9742,0.7705,1,Sick
0.0584,0.0806,9.8054,9.8059,0.003198,41.65,3.05,94.4,47.3,0.1435,17.8,13.6519,51.64,0.3557,1.4058,162.8601,0.5013,1,Sick
0.0162,0.0007,9.808,9.808,9.1e-05,37.63,0.97,55.0,13.1,0.0189,28.3,4.4975,18.55,0.0117,0.0436,979.2625,0.2379,3,Inactive
0.1428,-0.0225,9.8237,9.8247,0.002176,40.62,2.02,91.8,15.8,0.1789,15.2,17.0826,69.09,0.3822,1.617,194.3993,0.1721,1,Sick
0.078,0.3295,10.2739,10.2795,0.212406,39.24,0.64,96.8,36.7,0.8715,13.2,10.1596,41.34,0.8412,3.279,20.7957,0.3795,2,Stressed
0.1674,-0.001,9.815,9.8164,0.001367,40.83,2.23,66.5,12.7,0.1733,15.1,18.3311,66.64,0.1617,0.8197,231.6675,0.1909,1,Sick
0.143,-0.0552,9.6397,9.6409,0.015692,39.03,0.43,67.7,22.7,0.3685,64.4,6.8629,29.84,0.2761,1.1281,57.022,0.3355,0,Healthy
0.0538,0.0966,9.8709,9.8715,0.00392,40.05,1.45,90.9,36.1,0.2113,4.0,19.2016,89.69,0.174,0.8739,196.6101,0.3976,1,Sick
0.0868,-0.0185,9.4102,9.4106,0.063091,38.44,0.16,70.5,17.7,0.5052,45.4,6.8812,28.43,0.3139,1.043,52.2437,0.2513,0,Healthy
0.5208,0.0953,9.7882,9.8025,0.027297,38.56,0.04,62.4,14.6,0.6379,48.9,4.7657,22.95,0.3044,1.2254,43.1065,0.2334,0,Healthy
0.0081,-0.0048,9.8096,9.8096,0.000139,37.9,0.7,48.2,12.4,0.0133,31.6,4.5411,22.33,0.019,0.0895,818.2687,0.2563,3,Inactive
-0.1689,-0.0106,9.8035,9.805,0.002639,40.27,1.67,109.2,13.6,0.186,17.7,19.0724,87.89,0.345,1.4893,240.0797,0.1247,1,Sick
0.3229,-0.943,9.5563,9.6082,0.183296,39.47,0.87,101.1,46.9,1.5195,31.2,10.6731,41.34,0.7883,3.2278,19.7922,0.4641,2,Stressed
0.0006,0.0271,9.7356,9.7356,0.00238,40.48,1.88,89.1,11.3,0.1022,13.8,15.1183,61.06,0.3553,1.201,232.9648,0.1264,1,Sick
-0.1094,-0.3475,9.8547,9.8614,0.184673,39.2,0.6,108.7,36.4,0.5016,30.3,8.5009,33.43,0.8915,3.6526,19.3685,0.3345,2,Stressed
-0.0029,-0.0086,9.7932,9.7932,8.9e-05,37.6,1.0,55.2,12.1,0.0283,28.7,3.4897,13.76,0.0184,0.0849,900.1834,0.2195,3,Inactive
0.1386,-0.0494,9.8749,9.876,0.028056,38.54,0.06,60.4,27.4,0.253,53.8,7.4176,33.49,0.3292,1.2364,47.2326,0.4545,0,Healthy
0.7062,-0.1667,9.7661,9.793,0.030324,38.61,0.01,57.2,25.1,0.9168,62.2,5.8027,24.88,0.2857,1.0219,57.8374,0.4384,0,Healthy
0.8269,1.2787,10.1349,10.2487,0.089588,39.31,0.71,91.0,38.2,2.4305,30.8,7.321,27.83,0.6847,2.8339,23.5554,0.4201,2,Stressed
0.0037,0.0091,9.8119,9.8119,2.5e-05,37.68,0.92,50.8,10.2,0.0146,23.5,4.1574,16.53,0.018,0.0594,1023.7383,0.1998,3,Inactive
-0.0139,0.0042,9.8161,9.8161,7.1e-05,37.88,0.72,43.3,15.7,0.0242,23.4,2.8122,9.43,0.0149,0.0414,1089.1576,0.3635,3,Inactive
0.0135,0.0383,9.8025,9.8026,6.6e-05,37.63,0.97,54.1,12.2,0.0593,23.4,4.1708,15.14,0.0174,0.0641,1142.0864,0.2263,3,Inactive
-0.2497,-0.0316,9.5593,9.5626,0.062162,38.29,0.31,70.9,25.8,0.532,57.8,7.4834,32.52,0.2817,1.0437,44.3099,0.3632,0,Healthy
0.0094,0.003,9.8188,9.8188,4.9e-05,37.58,1.02,43.5,14.3,0.0211,16.0,3.8004,15.12,0.0225,0.1032,943.5093,0.3294,3,Inactive
0.0311,-0.0008,9.8257,9.8258,0.000189,37.98,0.62,43.9,15.2,0.0476,9.3,4.1371,16.93,0.0173,0.0675,843.7298,0.3473,3,Inactive
-0.4115,0.5297,9.4826,9.5063,0.155135,39.54,0.94,96.2,38.8,1.2686,35.5,9.4144,45.34,0.6912,2.925,27.0808,0.4031,2,Stressed
0.0349,0.314,9.6304,9.6356,0.041215,38.56,0.04,69.2,25.4,0.5285,44.2,6.6025,32.18,0.32,1.2801,46.3188,0.3672,0,Healthy
-0.3189,0.7065,10.9755,11.0028,0.192146,38.62,0.02,108.9,41.6,2.1909,13.1,10.3117,38.14,0.6985,2.9899,25.7705,0.3816,2,Stressed
-0.5786,-0.8331,9.6396,9.6928,0.10005,39.5,0.9,96.8,40.5,1.5821,18.5,10.5127,42.22,0.7198,2.911,24.0545,0.4185,2,Stressed
0.6203,-0.0762,9.5941,9.6144,0.023983,38.22,0.38,57.9,23.1,0.9124,66.4,8.5705,34.34,0.2454,0.8535,71.9335,0.3989,0,Healthy
0.0119,-0.0292,9.7883,9.7884,0.002677,40.15,1.55,72.2,51.9,0.0627,7.2,18.8751,78.47,0.1208,0.6576,212.4675,0.7191,1,Sick
0.2521,-0.0675,9.8418,9.8452,0.042271,39.11,0.51,60.9,33.1,0.3514,46.1,6.6073,25.33,0.2296,0.9006,52.833,0.543,0,Healthy
0.1137,0.0431,9.6806,9.6813,0.002308,36.67,1.93,106.7,8.9,0.2861,12.1,16.4331,83.18,0.3692,2.0549,167.8837,0.0835,1,Sick
-0.1244,0.0136,9.8176,9.8184,0.001864,36.82,1.78,114.7,58.2,0.1456,22.0,21.1082,88.92,0.2737,1.0332,189.9818,0.5073,1,Sick
0.2157,-0.0207,9.4964,9.4988,0.043861,38.91,0.31,75.5,26.8,0.55,60.3,8.1306,30.99,0.3018,1.1438,42.2564,0.3548,0,Healthy
0.0189,0.0319,9.8125,9.8126,6.9e-05,37.89,0.71,50.2,12.0,0.0533,28.8,3.035,10.91,0.0174,0.0724,885.7019,0.238,3,Inactive
0.5632,0.1674,9.8011,9.8187,0.021138,38.33,0.27,62.7,22.9,0.7395,53.3,6.6272,28.01,0.2555,1.176,48.9209,0.3659,0,Healthy
-0.0095,0.0408,9.8263,9.8264,0.000126,37.74,0.86,55.7,14.2,0.0666,26.1,5.3322,20.82,0.018,0.0667,945.5282,0.2551,3,Inactive
0.3524,-0.2024,9.2323,9.2412,0.258428,38.94,0.34,85.1,33.3,1.1326,21.5,7.7425,31.37,0.8795,3.407,20.3814,0.3911,2,Stressed
-0.1336,0.2764,9.6257,9.6306,0.079434,38.75,0.15,63.0,16.1,0.5943,66.8,6.1605,22.95,0.3054,1.3292,44.8547,0.2562,0,Healthy
0.0241,0.0175,9.8027,9.8027,7.8e-05,37.94,0.66,48.6,14.0,0.049,26.3,2.8275,12.44,0.0196,0.077,944.1333,0.2874,3,Inactive
-0.4689,0.5177,10.8261,10.8486,0.194821,39.06,0.46,102.8,48.2,2.0027,33.7,8.3138,33.02,0.7703,3.0495,23.1546,0.469,2,Stressed
-0.8814,0.4852,9.7794,9.831,0.249314,39.23,0.63,103.2,33.8,1.3973,20.9,8.4555,36.99,0.8162,3.6526,21.8872,0.3272,2,Stressed
0.0668,-0.0794,9.7806,9.7812,0.001074,37.21,1.39,58.0,13.2,0.1756,26.7,19.3317,64.1,0.3187,1.728,225.8849,0.2282,1,Sick
0.46,0.3115,9.7362,9.7521,0.034101,38.48,0.12,56.1,14.2,0.8453,67.6,7.8037,37.74,0.376,1.3473,44.9776,0.2525,0,Healthy
-0.0547,0.0233,9.8288,9.829,0.000664,37.07,1.53,91.9,39.1,0.0968,5.8,19.1347,83.27,0.2338,1.3515,275.9039,0.426,1,Sick
0.2614,0.2684,9.8985,9.9055,0.03491,38.95,0.35,61.1,25.3,0.6182,74.3,6.0684,21.72,0.2499,1.0418,43.5535,0.414,0,Healthy
-0.0068,0.0024,9.8156,9.8156,3e-05,38.09,0.51,44.6,12.0,0.0148,34.0,3.3997,13.67,0.0145,0.056,944.5706,0.2688,3,Inactive
0.0044,0.0103,9.8085,9.8085,0.00013,37.85,0.75,51.6,13.5,0.0162,23.8,3.5179,16.0,0.018,0.063,957.9752,0.2611,3,Inactive
-0.6722,0.2269,9.4727,9.4993,0.293907,39.38,0.78,84.9,46.4,1.2364,26.0,11.4047,44.17,0.8272,3.5413,16.8444,0.5466,2,Stressed
0.0882,0.3801,9.7656,9.7734,0.031622,38.21,0.39,64.3,28.1,0.5126,48.3,7.1016,38.37,0.415,1.6401,51.4557,0.4365,0,Healthy
0.1956,0.2148,9.9611,9.9653,0.133107,39.24,0.64,89.6,36.4,0.5615,36.9,11.207,45.34,0.689,3.3109,31.0273,0.4063,2,Stressed
-0.0034,-0.0343,9.7573,9.7574,0.002561,40.73,2.13,91.9,11.1,0.0904,16.1,15.2713,68.83,0.1953,0.8739,203.2559,0.1208,1,Sick
0.3397,0.1067,9.54,9.5467,0.023279,38.88,0.28,70.4,27.3,0.7164,55.7,4.9804,21.93,0.2783,1.0586,61.764,0.3874,0,Healthy
0.1055,-0.1365,9.9542,9.9557,0.053729,38.1,0.5,62.3,24.5,0.3862,66.1,5.5836,22.95,0.2698,1.0838,51.483,0.3935,0,Healthy
0.0597,0.0104,9.817,9.8171,4.4e-05,37.82,0.78,54.9,11.2,0.0771,17.9,3.0688,10.63,0.0184,0.0684,894.7629,0.2033,3,Inactive
1.2892,0.3198,10.0768,10.164,0.074815,39.25,0.65,89.6,36.2,1.8758,21.4,7.9328,30.44,0.555,1.9993,25.7764,0.404,2,Stressed
0.7592,0.2346,10.163,10.194,0.043985,38.46,0.14,67.1,22.9,1.3468,59.0,5.8365,22.04,0.262,1.1087,47.9875,0.3412,0,Healthy
-0.0191,0.0413,9.8875,9.8876,0.003942,40.33,1.73,81.4,11.8,0.1379,15.0,16.005,65.2,0.4356,2.0943,174.1555,0.1455,1,Sick
0.0181,-0.0039,9.8076,9.8077,4.6e-05,38.17,0.43,52.5,14.4,0.0244,33.5,3.9111,16.22,0.0205,0.0799,1143.5639,0.2743,3,Inactive
-0.2204,-0.3594,9.4219,9.4313,0.196664,39.25,0.65,91.2,47.2,0.968,32.1,9.4696,43.68,0.6634,2.8814,20.3119,0.5181,2,Stressed
0.038,-0.5083,9.9442,9.9573,0.181555,39.36,0.76,91.4,52.0,0.6805,39.1,8.8042,38.21,0.7374,3.2314,27.1899,0.5686,2,Stressed
0.3487,0.1607,9.5718,9.5795,0.039129,38.31,0.29,52.6,20.8,0.7476,46.4,7.5419,27.35,0.3208,1.4505,62.5788,0.3953,0,Healthy
-0.0215,0.1348,9.5459,9.5469,0.30638,39.75,1.15,104.8,47.1,0.4203,43.6,10.5613,44.33,0.7823,3.2905,19.2295,0.4498,2,Stressed
0.0254,0.0074,9.8062,9.8062,6.4e-05,38.04,0.56,47.0,13.9,0.0367,25.2,3.3861,14.23,0.0163,0.0678,1084.571,0.2964,3,Inactive
0.2835,1.1142,9.9058,9.9723,0.145074,39.36,0.76,86.2,33.5,1.4935,35.4,9.7101,35.76,0.8865,3.4825,21.2342,0.3887,2,Stressed
-0.0068,0.0002,9.8568,9.8568,0.002303,40.69,2.09,82.4,12.7,0.0538,12.3,18.0912,80.8,0.2517,1.0589,207.5015,0.1537,1,Sick
0.023,0.0062,9.825,9.825,6.1e-05,37.94,0.66,57.3,13.8,0.0442,18.2,4.4666,16.81,0.0174,0.0681,764.0551,0.2402,3,Inactive
-0.2953,0.7285,9.675,9.7069,0.188637,39.74,1.14,89.2,39.4,1.1588,57.5,13.528,48.62,0.6579,2.5557,21.4084,0.4417,2,Stressed
0.8082,0.8021,10.2589,10.3219,0.113966,39.47,0.87,112.3,45.8,2.0592,45.0,10.087,38.2,0.6233,2.5023,19.5381,0.4076,2,Stressed
-0.1861,0.3661,9.9004,9.9089,0.03992,39.21,0.61,54.0,22.8,0.6426,71.7,9.0736,35.17,0.2933,0.997,58.3334,0.4216,0,Healthy
0.0092,0.0015,9.809,9.809,0.00011,37.99,0.61,50.1,14.8,0.0117,8.7,4.1601,16.65,0.0179,0.078,952.4574,0.2947,3,Inactive
0.3727,0.3545,9.9421,9.9554,0.057299,38.98,0.38,57.1,18.4,0.8593,73.5,6.7905,29.17,0.3335,1.3398,43.1156,0.3215,0,Healthy
-0.1251,0.0118,9.7928,9.7936,0.00168,41.05,2.45,75.7,38.1,0.1541,0.0,19.8293,79.27,0.1683,0.8385,181.1497,0.503,1,Sick
0.9958,-0.701,10.3503,10.4217,0.199996,39.72,1.12,102.0,42.1,2.2372,5.7,12.3344,48.32,0.7094,3.0993,23.4378,0.4132,2,Stressed
0.0031,0.0105,9.8183,9.8184,7e-05,38.07,0.53,45.9,12.2,0.022,20.1,3.4435,14.07,0.0171,0.0613,952.3116,0.2653,3,Inactive
-0.4906,0.4336,9.5957,9.618,0.09182,39.23,0.63,118.4,35.0,1.1385,29.8,9.6627,38.53,0.4563,1.8104,24.9313,0.2955,2,Stressed
-0.0266,-0.0345,9.7979,9.798,6e-05,37.87,0.73,50.2,14.3,0.0732,20.9,3.6722,15.11,0.0209,0.0849,788.5757,0.2848,3,Inactive
0.0174,-0.0088,9.8228,9.8228,0.000242,37.57,1.03,48.3,14.8,0.039,23.6,4.1407,14.84,0.0181,0.0647,828.2808,0.3059,3,Inactive
-0.0136,0.0972,9.7684,9.7689,0.000848,39.97,1.37,98.5,49.7,0.1524,28.4,16.8146,83.18,0.2194,1.2058,226.8521,0.5042,1,Sick
0.9495,1.4414,10.0581,10.2052,0.239274,39.01,0.41,100.7,32.0,2.6391,19.2,9.3763,43.68,0.6905,2.8814,20.1211,0.3183,2,Stressed
-0.0874,0.0418,9.7639,9.7644,0.003646,40.5,1.9,110.4,11.1,0.1752,13.3,15.519,83.18,0.3698,2.0549,173.3513,0.1006,1,Sick
-0.0066,0.0107,9.819,9.819,0.000101,37.95,0.65,40.3,12.2,0.0263,29.8,4.5546,21.31,0.0179,0.069,735.7526,0.3022,3,Inactive
-0.3205,0.4868,9.747,9.7644,0.027895,38.42,0.18,78.6,22.8,0.8702,71.6,7.104,24.52,0.299,1.4505,66.1919,0.2902,0,Healthy
0.7695,0.1665,9.7997,9.8313,0.00048,40.46,1.86,99.9,48.2,0.9462,5.9,15.8802,58.69,0.1877,0.9155,266.1317,0.482,1,Sick
0.8489,1.1778,10.0657,10.1699,0.165131,39.8,1.2,93.6,41.7,2.2825,34.2,7.6729,33.02,0.8051,3.0495,24.0153,0.4457,2,Stressed
0.0328,0.0278,9.813,9.8131,5.6e-05,38.27,0.33,53.4,15.0,0.0635,26.3,3.8772,17.65,0.0165,0.0662,982.5772,0.2798,3,Inactive
0.6386,1.2275,9.7077,9.8059,0.148408,39.03,0.43,86.7,40.3,1.9683,18.2,10.533,36.93,0.6975,3.0631,24.3024,0.4652,2,Stressed
0.0075,0.0344,9.8046,9.8046,6e-05,37.99,0.61,49.1,13.9,0.0473,24.8,4.2036,16.31,0.0199,0.0693,921.2843,0.2836,3,Inactive
-0.6538,-0.7941,9.7921,9.846,0.002351,37.48,1.12,111.6,10.0,1.4657,22.6,20.9189,83.59,0.4568,1.442,175.0433,0.0892,1,Sick
-1.3638,0.2797,9.7803,9.8789,0.001956,40.51,1.91,87.9,19.3,1.6732,11.1,20.4817,78.21,0.4073,1.6449,230.8314,0.2199,1,Sick
-0.0006,0.0032,9.8025,9.8025,2.5e-05,38.07,0.53,43.7,14.9,0.0113,21.7,4.043,14.98,0.0208,0.0875,884.4647,0.3403,3,Inactive
0.0927,-0.0786,9.7675,9.7683,0.001429,37.25,1.35,109.2,47.3,0.2138,21.5,18.2872,65.56,0.3672,1.8705,181.7692,0.433,1,Sick
-0.1646,-0.0717,9.4845,9.4862,0.027566,38.64,0.04,60.6,27.4,0.5618,59.6,6.6683,28.01,0.2583,1.176,47.7949,0.4521,0,Healthy
0.0163,0.0152,9.8022,9.8022,7.2e-05,37.59,1.01,47.7,10.7,0.0394,24.9,3.9471,13.25,0.0152,0.0559,995.1883,0.2248,3,Inactive
0.0388,-0.0023,9.8254,9.8254,0.000106,37.6,1.0,48.0,14.9,0.0564,23.0,3.2617,13.73,0.0222,0.0901,888.8917,0.3101,3,Inactive
0.5902,-0.2516,9.5855,9.6069,0.080995,39.25,0.65,96.6,32.1,1.0663,33.7,9.2546,39.05,0.6455,2.5887,23.7495,0.3322,2,Stressed
-0.0296,0.0038,9.808,9.8081,0.001671,37.52,1.08,95.7,41.0,0.0354,15.3,20.8672,89.27,0.2631,1.4906,254.9006,0.4285,1,Sick
-0.222,0.6916,9.2812,9.3096,0.247762,39.33,0.73,99.9,43.8,1.4424,39.9,9.2998,32.75,0.8512,3.3873,22.8563,0.4386,2,Stressed
0.0518,0.0082,9.8393,9.8395,0.001447,37.28,1.32,82.2,8.6,0.0894,14.2,23.6389,100.19,0.3476,1.4507,186.8857,0.1041,1,Sick
0.0042,0.0083,9.8158,9.8158,6.2e-05,37.8,0.8,42.9,13.9,0.0183,23.1,4.0319,13.25,0.0161,0.0603,806.5465,0.3244,3,Inactive
-0.1093,-0.0262,9.8581,9.8587,0.002974,40.65,2.05,99.8,50.2,0.1836,7.3,20.3466,74.51,0.3724,1.6449,229.9394,0.5036,1,Sick
-0.1537,0.3577,9.9825,9.9901,0.036102,38.76,0.16,64.2,20.5,0.6839,61.8,6.011,22.86,0.3374,1.2491,46.0867,0.3186,0,Healthy
